day,dayOfWeek,postLength,mediaType,postingTime,impressions
20,Friday,750,video,afternoon,12262
21,Saturday,750,video,afternoon,669
22,Sunday,750,video,afternoon,24094
23,Monday,750,video,afternoon,16832
24,Tuesday,750,video,afternoon,12087
25,Wednesday,750,video,afternoon,695
26,Thursday,750,video,afternoon,20362
27,Friday,750,video,afternoon,24194
28,Saturday,750,video,afternoon,4464
29,Sunday,750,video,afternoon,3931
30,Monday,750,video,afternoon,4704
1,Sunday,750,video,evening,6477
2,Monday,750,video,evening,2478
3,Tuesday,750,video,evening,55873
4,Wednesday,750,video,evening,60266
5,Thursday,750,video,evening,8729
6,Friday,750,video,evening,30086
7,Saturday,750,video,evening,48797
8,Sunday,750,video,evening,80975
9,Monday,750,video,evening,16621
10,Tuesday,750,video,evening,41401
11,Wednesday,750,video,evening,996
12,Thursday,750,video,evening,2281
13,Friday,750,video,evening,64813
14,Saturday,750,video,evening,9711
15,Sunday,750,video,evening,6318
16,Monday,750,video,evening,65642
17,Tuesday,750,video,evening,49275
18,Wednesday,750,video,evening,13551
19,Thursday,750,video,evening,30750
20,Friday,750,video,evening,56775
21,Saturday,750,video,evening,38045
22,Sunday,750,video,evening,9838
23,Monday,750,video,evening,21818
24,Tuesday,750,video,evening,30677
25,Wednesday,750,video,evening,15020
26,Thursday,750,video,evening,5067
27,Friday,750,video,evening,80449
28,Saturday,750,video,evening,37235
29,Sunday,750,video,evening,11318
30,Monday,750,video,evening,10014
1,Sunday,750,video,evening,15149
2,Monday,750,video,evening,10624
3,Tuesday,750,video,evening,4333
4,Wednesday,750,video,evening,15163
5,Thursday,750,video,evening,56862
6,Friday,750,video,evening,14550
7,Saturday,750,video,evening,12660
8,Sunday,750,video,evening,9188
9,Monday,750,video,evening,4058
10,Tuesday,750,video,evening,5256
11,Wednesday,750,video,evening,11658
12,Thursday,750,video,evening,30831
13,Friday,750,video,evening,31997
14,Saturday,750,video,evening,6420
15,Sunday,750,video,evening,5699
16,Monday,750,video,evening,35745
17,Tuesday,750,video,evening,117568
18,Wednesday,750,video,evening,23900
19,Thursday,750,video,evening,12976
20,Friday,750,video,evening,29046
21,Saturday,750,video,evening,1312
22,Sunday,750,video,evening,9387
23,Monday,750,video,evening,46113
24,Tuesday,750,video,evening,41577
25,Wednesday,750,video,evening,2268
26,Thursday,750,video,evening,8634
27,Friday,750,video,evening,12147
28,Saturday,750,video,evening,5289
29,Sunday,750,video,evening,8683
30,Monday,750,video,evening,12471
1,Sunday,750,video,evening,62243
2,Monday,750,video,evening,4266
3,Tuesday,750,video,evening,87463
4,Wednesday,750,video,evening,100820
5,Thursday,750,video,evening,12133
6,Friday,750,video,evening,9963
7,Saturday,750,video,evening,24624
8,Sunday,750,video,evening,1941
9,Monday,750,video,evening,7608
10,Tuesday,750,video,evening,45530
11,Wednesday,750,video,evening,17895
12,Thursday,750,video,evening,2821
13,Friday,750,video,evening,1568
14,Saturday,750,video,evening,46215
15,Sunday,750,video,evening,22129
16,Monday,750,video,evening,18743
17,Tuesday,750,video,evening,68693
18,Wednesday,750,video,evening,44477
19,Thursday,750,video,evening,91189
20,Friday,750,video,evening,15797
21,Saturday,750,video,evening,1239
22,Sunday,750,video,evening,10052
23,Monday,750,video,evening,32607
24,Tuesday,750,video,evening,6415
25,Wednesday,750,video,evening,3350
26,Thursday,750,video,evening,5127
27,Friday,750,video,evening,59562
28,Saturday,750,video,evening,12800
29,Sunday,750,video,evening,3925
30,Monday,750,video,evening,17352
1,Sunday,750,video,evening,11186
2,Monday,750,video,evening,34740
3,Tuesday,750,video,evening,1571
4,Wednesday,750,video,evening,24259
5,Thursday,750,video,evening,18881
6,Friday,750,video,evening,7101
7,Saturday,750,video,evening,8405
8,Sunday,750,video,evening,58374
9,Monday,750,video,evening,4873
10,Tuesday,750,video,evening,14042
11,Wednesday,750,video,evening,12012
12,Thursday,750,video,evening,32364
13,Friday,750,video,evening,24178
14,Saturday,750,video,evening,5408
15,Sunday,750,video,evening,4106
16,Monday,750,video,evening,5799
17,Tuesday,750,video,evening,11801
18,Wednesday,750,video,evening,6685
19,Thursday,750,video,evening,22563
20,Friday,750,video,evening,83246
21,Saturday,750,video,evening,7217
22,Sunday,750,video,evening,10292
23,Monday,750,video,evening,58336
24,Tuesday,750,video,evening,21200
25,Wednesday,750,video,evening,23441
26,Thursday,750,video,evening,6582
27,Friday,750,video,evening,13073
28,Saturday,750,video,evening,108008
29,Sunday,750,video,evening,4695
30,Monday,750,video,evening,3672
1,Sunday,750,video,evening,1188
2,Monday,750,video,evening,37062
3,Tuesday,750,video,evening,35378
4,Wednesday,750,video,evening,21003
5,Thursday,750,video,evening,45724
6,Friday,750,video,evening,37257
7,Saturday,750,video,evening,8629
8,Sunday,750,video,evening,4490
9,Monday,750,video,evening,38356
10,Tuesday,750,video,evening,8818
11,Wednesday,750,video,evening,31571
12,Thursday,750,video,evening,34165
13,Friday,750,video,evening,128514
14,Saturday,750,video,evening,6693
15,Sunday,750,video,evening,17533
16,Monday,750,video,evening,8586
17,Tuesday,750,video,evening,22091
18,Wednesday,750,video,evening,10192
19,Thursday,750,video,evening,37746
20,Friday,750,video,evening,24742
21,Saturday,750,video,evening,24912
22,Sunday,750,video,evening,71447
23,Monday,750,video,evening,54216
24,Tuesday,750,video,evening,13875
25,Wednesday,750,video,evening,34808
26,Thursday,750,video,evening,583
27,Friday,750,video,evening,25612
28,Saturday,750,video,evening,16051
29,Sunday,750,video,evening,19172
30,Monday,750,video,evening,34738
1,Sunday,750,poll,morning,18394
2,Monday,750,poll,morning,1062
3,Tuesday,750,poll,morning,4300
4,Wednesday,750,poll,morning,28830
5,Thursday,750,poll,morning,13269
6,Friday,750,poll,morning,10075
7,Saturday,750,poll,morning,10602
8,Sunday,750,poll,morning,2898
9,Monday,750,poll,morning,20443
10,Tuesday,750,poll,morning,25218
11,Wednesday,750,poll,morning,17880
12,Thursday,750,poll,morning,3649
13,Friday,750,poll,morning,3310
14,Saturday,750,poll,morning,41047
15,Sunday,750,poll,morning,34287
16,Monday,750,poll,morning,14352
17,Tuesday,750,poll,morning,41439
18,Wednesday,750,poll,morning,2995
19,Thursday,750,poll,morning,8392
20,Friday,750,poll,morning,21079
21,Saturday,750,poll,morning,37014
22,Sunday,750,poll,morning,14728
23,Monday,750,poll,morning,18180
24,Tuesday,750,poll,morning,46783
25,Wednesday,750,poll,morning,1614
26,Thursday,750,poll,morning,2203
27,Friday,750,poll,morning,21565
28,Saturday,750,poll,morning,20539
29,Sunday,750,poll,morning,9070
30,Monday,750,poll,morning,5017
1,Sunday,750,poll,morning,387
2,Monday,750,poll,morning,5667
3,Tuesday,750,poll,morning,793
4,Wednesday,750,poll,morning,31327
5,Thursday,750,poll,morning,18214
6,Friday,750,poll,morning,1441
7,Saturday,750,poll,morning,11389
8,Sunday,750,poll,morning,11353
9,Monday,750,poll,morning,2065
10,Tuesday,750,poll,morning,69943
11,Wednesday,750,poll,morning,42201
12,Thursday,750,poll,morning,2166
13,Friday,750,poll,morning,3574
14,Saturday,750,poll,morning,10635
15,Sunday,750,poll,morning,47073
16,Monday,750,poll,morning,39751
17,Tuesday,750,poll,morning,14196
18,Wednesday,750,poll,morning,1419
19,Thursday,750,poll,morning,42522
20,Friday,750,poll,morning,22875
21,Saturday,750,poll,morning,4537
22,Sunday,750,poll,morning,17455
23,Monday,750,poll,morning,53934
24,Tuesday,750,poll,morning,30498
25,Wednesday,750,poll,morning,12813
26,Thursday,750,poll,morning,20512
27,Friday,750,poll,morning,2950
28,Saturday,750,poll,morning,8731
29,Sunday,750,poll,morning,19471
30,Monday,750,poll,morning,5350
1,Sunday,750,poll,morning,331
2,Monday,750,poll,morning,13674
3,Tuesday,750,poll,morning,22155
4,Wednesday,750,poll,morning,688
5,Thursday,750,poll,morning,8140
6,Friday,750,poll,morning,6513
7,Saturday,750,poll,morning,30706
8,Sunday,750,poll,morning,13663
9,Monday,750,poll,morning,15528
10,Tuesday,750,poll,morning,4524
11,Wednesday,750,poll,morning,5986
12,Thursday,750,poll,morning,13318
13,Friday,750,poll,morning,984
14,Saturday,750,poll,morning,14871
15,Sunday,750,poll,morning,15829
16,Monday,750,poll,morning,22099
17,Tuesday,750,poll,morning,8212
18,Wednesday,750,poll,morning,760
19,Thursday,750,poll,morning,9972
20,Friday,750,poll,morning,27063
21,Saturday,750,poll,morning,11944
22,Sunday,750,poll,morning,8731
23,Monday,750,poll,morning,3234
24,Tuesday,750,poll,morning,3327
25,Wednesday,750,poll,morning,622
26,Thursday,750,poll,morning,17212
27,Friday,750,poll,morning,24343
28,Saturday,750,poll,morning,5602
29,Sunday,750,poll,morning,25743
30,Monday,750,poll,morning,7023
1,Sunday,750,poll,morning,23925
2,Monday,750,poll,morning,25867
3,Tuesday,750,poll,morning,20082
4,Wednesday,750,poll,morning,9094
5,Thursday,750,poll,morning,32173
6,Friday,750,poll,morning,19651
7,Saturday,750,poll,morning,38283
8,Sunday,750,poll,morning,27045
9,Monday,750,poll,morning,27135
10,Tuesday,750,poll,morning,2335
11,Wednesday,750,poll,morning,28398
12,Thursday,750,poll,morning,50085
13,Friday,750,poll,morning,6487
14,Saturday,750,poll,morning,32449
15,Sunday,750,poll,morning,9873
16,Monday,750,poll,morning,12535
17,Tuesday,750,poll,morning,990
18,Wednesday,750,poll,morning,694
19,Thursday,750,poll,morning,8827
20,Friday,750,poll,morning,4642
21,Saturday,750,poll,morning,22543
22,Sunday,750,poll,morning,72
23,Monday,750,poll,morning,13959
24,Tuesday,750,poll,morning,17280
25,Wednesday,750,poll,morning,36048
26,Thursday,750,poll,morning,30343
27,Friday,750,poll,morning,9645
28,Saturday,750,poll,morning,38050
29,Sunday,750,poll,morning,2169
30,Monday,750,poll,morning,16347
1,Sunday,750,poll,morning,23703
2,Monday,750,poll,morning,2865
3,Tuesday,750,poll,morning,5185
4,Wednesday,750,poll,morning,234
5,Thursday,750,poll,morning,64234
6,Friday,750,poll,morning,30655
7,Saturday,750,poll,morning,2520
8,Sunday,750,poll,morning,3159
9,Monday,750,poll,morning,36711
10,Tuesday,750,poll,morning,15517
11,Wednesday,750,poll,morning,1903
12,Thursday,750,poll,morning,385
13,Friday,750,poll,morning,32911
14,Saturday,750,poll,morning,6595
15,Sunday,750,poll,morning,18297
16,Monday,750,poll,morning,684
17,Tuesday,750,poll,morning,33315
18,Wednesday,750,poll,morning,13086
19,Thursday,750,poll,morning,4591
20,Friday,750,poll,morning,8037
21,Saturday,750,poll,morning,15417
22,Sunday,750,poll,morning,15271
23,Monday,750,poll,morning,4707
24,Tuesday,750,poll,morning,15976
25,Wednesday,750,poll,morning,128460
26,Thursday,750,poll,morning,1879
27,Friday,750,poll,morning,31023
28,Saturday,750,poll,morning,147
29,Sunday,750,poll,morning,4159
30,Monday,750,poll,morning,29059
1,Sunday,750,poll,afternoon,356
2,Monday,750,poll,afternoon,6060
3,Tuesday,750,poll,afternoon,21636
4,Wednesday,750,poll,afternoon,29354
5,Thursday,750,poll,afternoon,4813
6,Friday,750,poll,afternoon,22523
7,Saturday,750,poll,afternoon,3776
8,Sunday,750,poll,afternoon,17600
9,Monday,750,poll,afternoon,9752
10,Tuesday,750,poll,afternoon,7043
11,Wednesday,750,poll,afternoon,32891
12,Thursday,750,poll,afternoon,23520
13,Friday,750,poll,afternoon,10351
14,Saturday,750,poll,afternoon,12981
15,Sunday,750,poll,afternoon,761
16,Monday,750,poll,afternoon,51246
17,Tuesday,750,poll,afternoon,25439
18,Wednesday,750,poll,afternoon,18817
19,Thursday,750,poll,afternoon,8492
20,Friday,750,poll,afternoon,14115
21,Saturday,750,poll,afternoon,176
22,Sunday,750,poll,afternoon,2908
23,Monday,750,poll,afternoon,127
24,Tuesday,750,poll,afternoon,12533
25,Wednesday,750,poll,afternoon,26136
26,Thursday,750,poll,afternoon,32482
27,Friday,750,poll,afternoon,42330
28,Saturday,750,poll,afternoon,80037
29,Sunday,750,poll,afternoon,1238
30,Monday,750,poll,afternoon,27635
1,Sunday,750,poll,afternoon,3090
2,Monday,750,poll,afternoon,2399
3,Tuesday,750,poll,afternoon,9711
4,Wednesday,750,poll,afternoon,6600
5,Thursday,750,poll,afternoon,8559
6,Friday,750,poll,afternoon,83577
7,Saturday,750,poll,afternoon,27446
8,Sunday,750,poll,afternoon,16731
9,Monday,750,poll,afternoon,23020
10,Tuesday,750,poll,afternoon,3092
11,Wednesday,750,poll,afternoon,1875
12,Thursday,750,poll,afternoon,68999
13,Friday,750,poll,afternoon,15643
14,Saturday,750,poll,afternoon,18858
15,Sunday,750,poll,afternoon,32995
16,Monday,750,poll,afternoon,14623
17,Tuesday,750,poll,afternoon,1337
18,Wednesday,750,poll,afternoon,23059
19,Thursday,750,poll,afternoon,16831
20,Friday,750,poll,afternoon,43851
21,Saturday,750,poll,afternoon,8505
22,Sunday,750,poll,afternoon,1445
23,Monday,750,poll,afternoon,38919
24,Tuesday,750,poll,afternoon,8042
25,Wednesday,750,poll,afternoon,3249
26,Thursday,750,poll,afternoon,2084
27,Friday,750,poll,afternoon,8679
28,Saturday,750,poll,afternoon,15301
29,Sunday,750,poll,afternoon,2010
30,Monday,750,poll,afternoon,5765
1,Sunday,750,poll,afternoon,6438
2,Monday,750,poll,afternoon,16705
3,Tuesday,750,poll,afternoon,12673
4,Wednesday,750,poll,afternoon,32763
5,Thursday,750,poll,afternoon,13852
6,Friday,750,poll,afternoon,11766
7,Saturday,750,poll,afternoon,8181
8,Sunday,750,poll,afternoon,30016
9,Monday,750,poll,afternoon,3943
10,Tuesday,750,poll,afternoon,3373
11,Wednesday,750,poll,afternoon,2133
12,Thursday,750,poll,afternoon,3531
13,Friday,750,poll,afternoon,10960
14,Saturday,750,poll,afternoon,1760
15,Sunday,750,poll,afternoon,24424
16,Monday,750,poll,afternoon,24577
17,Tuesday,750,poll,afternoon,12396
18,Wednesday,750,poll,afternoon,1283
19,Thursday,750,poll,afternoon,26352
20,Friday,750,poll,afternoon,12227
21,Saturday,750,poll,afternoon,29228
22,Sunday,750,poll,afternoon,42879
23,Monday,750,poll,afternoon,21952
24,Tuesday,750,poll,afternoon,9615
25,Wednesday,750,poll,afternoon,3115
26,Thursday,750,poll,afternoon,6510
27,Friday,750,poll,afternoon,16210
28,Saturday,750,poll,afternoon,1801
29,Sunday,750,poll,afternoon,10771
30,Monday,750,poll,afternoon,8398
1,Sunday,750,poll,afternoon,19440
2,Monday,750,poll,afternoon,44902
3,Tuesday,750,poll,afternoon,2746
4,Wednesday,750,poll,afternoon,38869
5,Thursday,750,poll,afternoon,38849
6,Friday,750,poll,afternoon,10654
7,Saturday,750,poll,afternoon,5041
8,Sunday,750,poll,afternoon,27046
9,Monday,750,poll,afternoon,17393
10,Tuesday,750,poll,afternoon,12619
11,Wednesday,750,poll,afternoon,33921
12,Thursday,750,poll,afternoon,11084
13,Friday,750,poll,afternoon,5342
14,Saturday,750,poll,afternoon,14878
15,Sunday,750,poll,afternoon,39063
16,Monday,750,poll,afternoon,37389
17,Tuesday,750,poll,afternoon,9898
18,Wednesday,750,poll,afternoon,73992
19,Thursday,750,poll,afternoon,17127
20,Friday,750,poll,afternoon,599
21,Saturday,750,poll,afternoon,15478
22,Sunday,750,poll,afternoon,26265
23,Monday,750,poll,afternoon,3682
24,Tuesday,750,poll,afternoon,6584
25,Wednesday,750,poll,afternoon,12472
26,Thursday,750,poll,afternoon,2043
27,Friday,750,poll,afternoon,12585
28,Saturday,750,poll,afternoon,4489
29,Sunday,750,poll,afternoon,8262
30,Monday,750,poll,afternoon,9565
1,Sunday,750,poll,afternoon,12832
2,Monday,750,poll,afternoon,12466
3,Tuesday,750,poll,afternoon,29579
4,Wednesday,750,poll,afternoon,16061
5,Thursday,750,poll,afternoon,47046
6,Friday,750,poll,afternoon,25356
7,Saturday,750,poll,afternoon,23999
8,Sunday,750,poll,afternoon,11898
9,Monday,750,poll,afternoon,99099
10,Tuesday,750,poll,afternoon,7635
11,Wednesday,750,poll,afternoon,46659
12,Thursday,750,poll,afternoon,30551
13,Friday,750,poll,afternoon,7916
14,Saturday,750,poll,afternoon,14308
15,Sunday,750,poll,afternoon,4084
16,Monday,750,poll,afternoon,24611
17,Tuesday,750,poll,afternoon,16038
18,Wednesday,750,poll,afternoon,8375
19,Thursday,750,poll,afternoon,2631
20,Friday,750,poll,afternoon,9709
21,Saturday,750,poll,afternoon,739
22,Sunday,750,poll,afternoon,40039
23,Monday,750,poll,afternoon,55359
24,Tuesday,750,poll,afternoon,23882
25,Wednesday,750,poll,afternoon,29547
26,Thursday,750,poll,afternoon,12859
27,Friday,750,poll,afternoon,14990
28,Saturday,750,poll,afternoon,92068
29,Sunday,750,poll,afternoon,50432
30,Monday,750,poll,afternoon,14239
1,Sunday,750,poll,evening,19928
2,Monday,750,poll,evening,20731
3,Tuesday,750,poll,evening,22727
4,Wednesday,750,poll,evening,40374
5,Thursday,750,poll,evening,26822
6,Friday,750,poll,evening,20965
7,Saturday,750,poll,evening,191
8,Sunday,750,poll,evening,3152
9,Monday,750,poll,evening,9807
10,Tuesday,750,poll,evening,11781
11,Wednesday,750,poll,evening,73669
12,Thursday,750,poll,evening,44455
13,Friday,750,poll,evening,25551
14,Saturday,750,poll,evening,8817
15,Sunday,750,poll,evening,32899
16,Monday,750,poll,evening,53869
17,Tuesday,750,poll,evening,64242
18,Wednesday,750,poll,evening,30404
19,Thursday,750,poll,evening,32393
20,Friday,750,poll,evening,10509
21,Saturday,750,poll,evening,26723
22,Sunday,750,poll,evening,19257
23,Monday,750,poll,evening,27141
24,Tuesday,750,poll,evening,26642
25,Wednesday,750,poll,evening,4720
26,Thursday,750,poll,evening,24228
27,Friday,750,poll,evening,11623
28,Saturday,750,poll,evening,18447
29,Sunday,750,poll,evening,97569
30,Monday,750,poll,evening,9105
1,Sunday,750,poll,evening,8772
2,Monday,750,poll,evening,16393
3,Tuesday,750,poll,evening,43191
4,Wednesday,750,poll,evening,16231
5,Thursday,750,poll,evening,5760
6,Friday,750,poll,evening,16569
7,Saturday,750,poll,evening,26408
8,Sunday,750,poll,evening,5287
9,Monday,750,poll,evening,32719
10,Tuesday,750,poll,evening,1489
11,Wednesday,750,poll,evening,2306
12,Thursday,750,poll,evening,57831
13,Friday,750,poll,evening,9481
14,Saturday,750,poll,evening,74790
15,Sunday,750,poll,evening,454
16,Monday,750,poll,evening,20574
17,Tuesday,750,poll,evening,2508
18,Wednesday,750,poll,evening,387
19,Thursday,750,poll,evening,155
20,Friday,750,poll,evening,24905
21,Saturday,750,poll,evening,12863
22,Sunday,750,poll,evening,82914
23,Monday,750,poll,evening,116880
24,Tuesday,750,poll,evening,2828
25,Wednesday,750,poll,evening,8255
26,Thursday,750,poll,evening,31515
27,Friday,750,poll,evening,50721
28,Saturday,750,poll,evening,14548
29,Sunday,750,poll,evening,8624
30,Monday,750,poll,evening,10237
1,Sunday,750,poll,evening,31941
2,Monday,750,poll,evening,24779
3,Tuesday,750,poll,evening,35264
4,Wednesday,750,poll,evening,14699
5,Thursday,750,poll,evening,37703
6,Friday,750,poll,evening,11558
7,Saturday,750,poll,evening,20292
8,Sunday,750,poll,evening,40167
9,Monday,750,poll,evening,8455
10,Tuesday,750,poll,evening,73705
11,Wednesday,750,poll,evening,4551
12,Thursday,750,poll,evening,12489
13,Friday,750,poll,evening,21897
14,Saturday,750,poll,evening,38756
15,Sunday,750,poll,evening,14730
16,Monday,750,poll,evening,37935
17,Tuesday,750,poll,evening,16461
18,Wednesday,750,poll,evening,5278
19,Thursday,750,poll,evening,108049
20,Friday,750,poll,evening,5022
21,Saturday,750,poll,evening,24171
22,Sunday,750,poll,evening,9155
23,Monday,750,poll,evening,21091
24,Tuesday,750,poll,evening,8264
25,Wednesday,750,poll,evening,14451
26,Thursday,750,poll,evening,11954
27,Friday,750,poll,evening,15014
28,Saturday,750,poll,evening,5206
29,Sunday,750,poll,evening,3026
30,Monday,750,poll,evening,63056
1,Sunday,750,poll,evening,15718
2,Monday,750,poll,evening,12217
3,Tuesday,750,poll,evening,3035
4,Wednesday,750,poll,evening,24162
5,Thursday,750,poll,evening,11265
6,Friday,750,poll,evening,87840
7,Saturday,750,poll,evening,4497
8,Sunday,750,poll,evening,5890
9,Monday,750,poll,evening,28233
10,Tuesday,750,poll,evening,24894
11,Wednesday,750,poll,evening,39093
12,Thursday,750,poll,evening,30606
13,Friday,750,poll,evening,7809
14,Saturday,750,poll,evening,29637
15,Sunday,750,poll,evening,24237
16,Monday,750,poll,evening,41910
17,Tuesday,750,poll,evening,2520
18,Wednesday,750,poll,evening,18096
19,Thursday,750,poll,evening,29794
20,Friday,750,poll,evening,10831
21,Saturday,750,poll,evening,31434
22,Sunday,750,poll,evening,11619
23,Monday,750,poll,evening,20943
24,Tuesday,750,poll,evening,14647
25,Wednesday,750,poll,evening,7731
26,Thursday,750,poll,evening,47931
27,Friday,750,poll,evening,15239
28,Saturday,750,poll,evening,50051
29,Sunday,750,poll,evening,4182
30,Monday,750,poll,evening,6239
1,Sunday,750,poll,evening,55617
2,Monday,750,poll,evening,15234
3,Tuesday,750,poll,evening,1408
4,Wednesday,750,poll,evening,20502
5,Thursday,750,poll,evening,11567
6,Friday,750,poll,evening,16735
7,Saturday,750,poll,evening,9144
8,Sunday,750,poll,evening,53156
9,Monday,750,poll,evening,2727
10,Tuesday,750,poll,evening,8622
11,Wednesday,750,poll,evening,16920
12,Thursday,750,poll,evening,43843
13,Friday,750,poll,evening,8406
14,Saturday,750,poll,evening,9870
15,Sunday,750,poll,evening,12390
16,Monday,750,poll,evening,2954
17,Tuesday,750,poll,evening,17687
18,Wednesday,750,poll,evening,69147
19,Thursday,750,poll,evening,35131
20,Friday,750,poll,evening,10593
21,Saturday,750,poll,evening,15331
22,Sunday,750,poll,evening,18110
23,Monday,750,poll,evening,1950
24,Tuesday,750,poll,evening,17725
25,Wednesday,750,poll,evening,11331
26,Thursday,750,poll,evening,56997
27,Friday,750,poll,evening,9236
28,Saturday,750,poll,evening,26244
29,Sunday,750,poll,evening,2027
30,Monday,750,poll,evening,34969
1,Sunday,1000,text,morning,21600
2,Monday,1000,text,morning,426
3,Tuesday,1000,text,morning,14455
4,Wednesday,1000,text,morning,12048
5,Thursday,1000,text,morning,3687
6,Friday,1000,text,morning,7818
7,Saturday,1000,text,morning,8934
8,Sunday,1000,text,morning,13023
9,Monday,1000,text,morning,24907
10,Tuesday,1000,text,morning,34813
11,Wednesday,1000,text,morning,11995
12,Thursday,1000,text,morning,3076
13,Friday,1000,text,morning,13083
14,Saturday,1000,text,morning,9745
15,Sunday,1000,text,morning,76282
16,Monday,1000,text,morning,3489
17,Tuesday,1000,text,morning,53007
18,Wednesday,1000,text,morning,190
19,Thursday,1000,text,morning,11385
20,Friday,1000,text,morning,30501
21,Saturday,1000,text,morning,2740
22,Sunday,1000,text,morning,49221
23,Monday,1000,text,morning,6082
24,Tuesday,1000,text,morning,882
25,Wednesday,1000,text,morning,10252
26,Thursday,1000,text,morning,3915
27,Friday,1000,text,morning,15597
28,Saturday,1000,text,morning,17949
29,Sunday,1000,text,morning,14422
30,Monday,1000,text,morning,36949
1,Sunday,1000,text,morning,24282
2,Monday,1000,text,morning,65089
3,Tuesday,1000,text,morning,796
4,Wednesday,1000,text,morning,1453
5,Thursday,1000,text,morning,6763
6,Friday,1000,text,morning,4042
7,Saturday,1000,text,morning,6490
8,Sunday,1000,text,morning,4320
9,Monday,1000,text,morning,663
10,Tuesday,1000,text,morning,3625
11,Wednesday,1000,text,morning,1837
12,Thursday,1000,text,morning,36294
13,Friday,1000,text,morning,22701
14,Saturday,1000,text,morning,2644
15,Sunday,1000,text,morning,8979
16,Monday,1000,text,morning,16171
17,Tuesday,1000,text,morning,18574
18,Wednesday,1000,text,morning,24601
19,Thursday,1000,text,morning,1411
20,Friday,1000,text,morning,12835
21,Saturday,1000,text,morning,5970
22,Sunday,1000,text,morning,27094
23,Monday,1000,text,morning,20482
24,Tuesday,1000,text,morning,60433
25,Wednesday,1000,text,morning,12279
26,Thursday,1000,text,morning,7866
27,Friday,1000,text,morning,5287
28,Saturday,1000,text,morning,6883
29,Sunday,1000,text,morning,6852
30,Monday,1000,text,morning,1422
1,Sunday,1000,text,morning,5631
2,Monday,1000,text,morning,5361
3,Tuesday,1000,text,morning,8355
4,Wednesday,1000,text,morning,7840
5,Thursday,1000,text,morning,3877
6,Friday,1000,text,morning,22156
7,Saturday,1000,text,morning,4026
8,Sunday,1000,text,morning,32658
9,Monday,1000,text,morning,34056
10,Tuesday,1000,text,morning,28524
11,Wednesday,1000,text,morning,23710
12,Thursday,1000,text,morning,13783
13,Friday,1000,text,morning,3640
14,Saturday,1000,text,morning,2634
15,Sunday,1000,text,morning,21181
16,Monday,1000,text,morning,6408
17,Tuesday,1000,text,morning,1782
18,Wednesday,1000,text,morning,9418
19,Thursday,1000,text,morning,13077
20,Friday,1000,text,morning,19008
21,Saturday,1000,text,morning,5175
22,Sunday,1000,text,morning,19297
23,Monday,1000,text,morning,3309
24,Tuesday,1000,text,morning,32791
25,Wednesday,1000,text,morning,47413
26,Thursday,1000,text,morning,19959
27,Friday,1000,text,morning,700
28,Saturday,1000,text,morning,25656
29,Sunday,1000,text,morning,22164
30,Monday,1000,text,morning,40272
1,Sunday,1000,text,morning,6658
2,Monday,1000,text,morning,7255
3,Tuesday,1000,text,morning,5773
4,Wednesday,1000,text,morning,1914
5,Thursday,1000,text,morning,62266
6,Friday,1000,text,morning,12937
7,Saturday,1000,text,morning,9693
8,Sunday,1000,text,morning,925
9,Monday,1000,text,morning,3426
10,Tuesday,1000,text,morning,9790
11,Wednesday,1000,text,morning,9087
12,Thursday,1000,text,morning,11674
13,Friday,1000,text,morning,645
14,Saturday,1000,text,morning,5530
15,Sunday,1000,text,morning,17371
16,Monday,1000,text,morning,6378
17,Tuesday,1000,text,morning,31893
18,Wednesday,1000,text,morning,2895
19,Thursday,1000,text,morning,23380
20,Friday,1000,text,morning,9847
21,Saturday,1000,text,morning,27292
22,Sunday,1000,text,morning,2952
23,Monday,1000,text,morning,391
24,Tuesday,1000,text,morning,20536
25,Wednesday,1000,text,morning,44263
26,Thursday,1000,text,morning,12042
27,Friday,1000,text,morning,35880
28,Saturday,1000,text,morning,10318
29,Sunday,1000,text,morning,23505
30,Monday,1000,text,morning,14026
1,Sunday,1000,text,morning,8521
2,Monday,1000,text,morning,10836
3,Tuesday,1000,text,morning,19621
4,Wednesday,1000,text,morning,21447
5,Thursday,1000,text,morning,3879
6,Friday,1000,text,morning,10168
7,Saturday,1000,text,morning,2664
8,Sunday,1000,text,morning,2181
9,Monday,1000,text,morning,20890
10,Tuesday,1000,text,morning,7329
11,Wednesday,1000,text,morning,29679
12,Thursday,1000,text,morning,5572
13,Friday,1000,text,morning,25068
14,Saturday,1000,text,morning,11965
15,Sunday,1000,text,morning,52530
16,Monday,1000,text,morning,163
17,Tuesday,1000,text,morning,5533
18,Wednesday,1000,text,morning,3321
19,Thursday,1000,text,morning,53991
20,Friday,1000,text,morning,26928
21,Saturday,1000,text,morning,23353
22,Sunday,1000,text,morning,6880
23,Monday,1000,text,morning,26514
24,Tuesday,1000,text,morning,22512
25,Wednesday,1000,text,morning,30517
26,Thursday,1000,text,morning,11833
27,Friday,1000,text,morning,24412
28,Saturday,1000,text,morning,4842
29,Sunday,1000,text,morning,9153
30,Monday,1000,text,morning,1486
1,Sunday,1000,text,afternoon,5187
2,Monday,1000,text,afternoon,9005
3,Tuesday,1000,text,afternoon,32616
4,Wednesday,1000,text,afternoon,18552
5,Thursday,1000,text,afternoon,4969
6,Friday,1000,text,afternoon,22037
7,Saturday,1000,text,afternoon,1794
8,Sunday,1000,text,afternoon,9536
